Timestamp,Source IP,Message,Label
52:49.1,192.168.1.186,Normal operation,0
57:49.1,192.168.1.54,DDoS detected,1
13:49.1,192.168.1.44,Normal operation,0
23:49.1,192.168.1.159,Failed login attempt,0
17:49.1,192.168.1.80,Failed login attempt,0
03:49.1,192.168.1.231,Normal operation,0
15:49.1,192.168.1.205,Failed login attempt,0
12:49.1,192.168.1.80,Connection timeout,0
56:49.1,192.168.1.227,Failed login attempt,0
04:49.1,192.168.1.186,DDoS detected,1
16:49.1,192.168.1.174,Normal operation,0
23:49.1,192.168.1.207,Connection timeout,0
51:49.1,192.168.1.183,Connection timeout,0
32:49.1,192.168.1.151,DDoS detected,1
33:49.1,192.168.1.20,Connection timeout,0
41:49.1,192.168.1.222,DDoS detected,1
27:49.1,192.168.1.242,Failed login attempt,0
43:49.1,192.168.1.248,Failed login attempt,0
44:49.1,192.168.1.73,Normal operation,0
50:49.1,192.168.1.114,DDoS detected,1
39:49.1,192.168.1.184,DDoS detected,1
24:49.1,192.168.1.117,Failed login attempt,0
18:49.1,192.168.1.29,Failed login attempt,0
51:49.1,192.168.1.177,Failed login attempt,0
08:49.1,192.168.1.65,High CPU usage,0
44:49.1,192.168.1.144,Connection timeout,0
37:49.1,192.168.1.98,High CPU usage,0
39:49.1,192.168.1.239,Failed login attempt,0
41:49.1,192.168.1.130,Failed login attempt,0
21:49.1,192.168.1.26,Connection timeout,0
45:49.1,192.168.1.99,DDoS detected,1
41:49.1,192.168.1.253,High CPU usage,0
18:49.1,192.168.1.57,Failed login attempt,0
13:49.1,192.168.1.82,Failed login attempt,0
21:49.1,192.168.1.5,DDoS detected,1
18:49.1,192.168.1.98,Failed login attempt,0
36:49.1,192.168.1.41,Failed login attempt,0
27:49.1,192.168.1.114,High CPU usage,0
08:49.1,192.168.1.111,Failed login attempt,0
31:49.1,192.168.1.226,DDoS detected,1
36:49.1,192.168.1.142,Connection timeout,0
13:49.1,192.168.1.127,High CPU usage,0
14:49.1,192.168.1.155,Normal operation,0
13:49.1,192.168.1.175,Failed login attempt,0
32:49.1,192.168.1.238,High CPU usage,0
23:49.1,192.168.1.154,High CPU usage,0
02:49.1,192.168.1.190,Failed login attempt,0
47:49.1,192.168.1.210,Failed login attempt,0
18:49.1,192.168.1.216,Failed login attempt,0
55:49.1,192.168.1.220,High CPU usage,0
21:49.1,192.168.1.222,DDoS detected,1
07:49.1,192.168.1.58,Connection timeout,0
31:49.1,192.168.1.242,Normal operation,0
55:49.1,192.168.1.12,High CPU usage,0
33:49.1,192.168.1.32,DDoS detected,1
09:49.1,192.168.1.233,Normal operation,0
59:49.1,192.168.1.78,Failed login attempt,0
02:49.1,192.168.1.22,Connection timeout,0
25:49.1,192.168.1.185,Normal operation,0
43:49.1,192.168.1.82,Connection timeout,0
28:49.1,192.168.1.65,Normal operation,0
11:49.1,192.168.1.239,High CPU usage,0
30:49.1,192.168.1.161,Failed login attempt,0
37:49.1,192.168.1.143,Connection timeout,0
17:49.1,192.168.1.79,Failed login attempt,0
51:49.1,192.168.1.136,High CPU usage,0
18:49.1,192.168.1.46,High CPU usage,0
13:49.1,192.168.1.128,Normal operation,0
37:49.1,192.168.1.39,Normal operation,0
03:49.1,192.168.1.208,Normal operation,0
03:49.1,192.168.1.62,Normal operation,0
58:49.1,192.168.1.55,DDoS detected,1
08:49.1,192.168.1.19,Normal operation,0
40:49.1,192.168.1.66,DDoS detected,1
27:49.1,192.168.1.229,High CPU usage,0
27:49.1,192.168.1.203,Connection timeout,0
29:49.1,192.168.1.42,Normal operation,0
52:49.1,192.168.1.181,High CPU usage,0
44:49.1,192.168.1.201,Normal operation,0
09:49.1,192.168.1.54,High CPU usage,0
33:49.1,192.168.1.26,High CPU usage,0
43:49.1,192.168.1.90,DDoS detected,1
55:49.1,192.168.1.215,Connection timeout,0
43:49.1,192.168.1.110,Failed login attempt,0
26:49.1,192.168.1.123,Normal operation,0
10:49.1,192.168.1.152,DDoS detected,1
31:49.1,192.168.1.234,High CPU usage,0
25:49.1,192.168.1.170,Failed login attempt,0
27:49.1,192.168.1.159,DDoS detected,1
20:49.1,192.168.1.38,Failed login attempt,0
34:49.1,192.168.1.24,High CPU usage,0
48:49.1,192.168.1.168,DDoS detected,1
21:49.1,192.168.1.9,Connection timeout,0
09:49.1,192.168.1.130,Normal operation,0
54:49.1,192.168.1.232,High CPU usage,0
24:49.1,192.168.1.169,High CPU usage,0
01:49.1,192.168.1.71,High CPU usage,0
02:49.1,192.168.1.66,Connection timeout,0
07:49.1,192.168.1.28,Connection timeout,0
44:49.1,192.168.1.253,Failed login attempt,0
37:49.1,192.168.1.48,Connection timeout,0
19:49.1,192.168.1.28,High CPU usage,0
03:49.1,192.168.1.2,DDoS detected,1
41:49.1,192.168.1.120,Failed login attempt,0
46:49.1,192.168.1.216,DDoS detected,1
28:49.1,192.168.1.73,Failed login attempt,0
46:49.1,192.168.1.75,Connection timeout,0
46:49.1,192.168.1.98,Failed login attempt,0
11:49.1,192.168.1.100,Failed login attempt,0
35:49.1,192.168.1.226,Normal operation,0
03:49.1,192.168.1.58,Connection timeout,0
16:49.1,192.168.1.96,Failed login attempt,0
11:49.1,192.168.1.190,High CPU usage,0
25:49.1,192.168.1.76,Normal operation,0
16:49.1,192.168.1.35,Normal operation,0
41:49.1,192.168.1.145,Normal operation,0
22:49.1,192.168.1.100,Normal operation,0
01:49.1,192.168.1.219,Connection timeout,0
03:49.1,192.168.1.194,Failed login attempt,0
25:49.1,192.168.1.132,Normal operation,0
36:49.1,192.168.1.21,Normal operation,0
15:49.1,192.168.1.54,High CPU usage,0
42:49.1,192.168.1.89,Failed login attempt,0
32:49.1,192.168.1.185,Connection timeout,0
48:49.1,192.168.1.234,DDoS detected,1
52:49.1,192.168.1.208,High CPU usage,0
48:49.1,192.168.1.2,Connection timeout,0
31:49.1,192.168.1.227,High CPU usage,0
59:49.1,192.168.1.248,DDoS detected,1
03:49.1,192.168.1.66,Connection timeout,0
44:49.1,192.168.1.96,Normal operation,0
17:49.1,192.168.1.63,Connection timeout,0
54:49.1,192.168.1.237,Connection timeout,0
37:49.1,192.168.1.237,High CPU usage,0
57:49.1,192.168.1.250,Connection timeout,0
22:49.1,192.168.1.80,Normal operation,0
03:49.1,192.168.1.10,DDoS detected,1
25:49.1,192.168.1.121,Connection timeout,0
32:49.1,192.168.1.140,DDoS detected,1
26:49.1,192.168.1.9,Normal operation,0
12:49.1,192.168.1.58,DDoS detected,1
39:49.1,192.168.1.58,Failed login attempt,0
32:49.1,192.168.1.147,Normal operation,0
25:49.1,192.168.1.56,Failed login attempt,0
36:49.1,192.168.1.133,High CPU usage,0
33:49.1,192.168.1.38,High CPU usage,0
07:49.1,192.168.1.54,DDoS detected,1
33:49.1,192.168.1.253,Failed login attempt,0
57:49.1,192.168.1.101,High CPU usage,0
31:49.1,192.168.1.78,DDoS detected,1
11:49.1,192.168.1.132,DDoS detected,1
30:49.1,192.168.1.195,Connection timeout,0
28:49.1,192.168.1.201,Normal operation,0
02:49.1,192.168.1.31,DDoS detected,1
15:49.1,192.168.1.248,Failed login attempt,0
47:49.1,192.168.1.212,High CPU usage,0
05:49.1,192.168.1.26,Normal operation,0
40:49.1,192.168.1.27,Connection timeout,0
58:49.1,192.168.1.106,Failed login attempt,0
08:49.1,192.168.1.24,Normal operation,0
16:49.1,192.168.1.73,DDoS detected,1
06:49.1,192.168.1.55,Normal operation,0
06:49.1,192.168.1.47,Normal operation,0
52:49.1,192.168.1.100,DDoS detected,1
52:49.1,192.168.1.200,High CPU usage,0
43:49.1,192.168.1.221,Normal operation,0
58:49.1,192.168.1.237,Normal operation,0
03:49.1,192.168.1.126,Failed login attempt,0
57:49.1,192.168.1.237,DDoS detected,1
48:49.1,192.168.1.32,High CPU usage,0
45:49.1,192.168.1.131,Normal operation,0
56:49.1,192.168.1.135,Normal operation,0
54:49.1,192.168.1.251,Connection timeout,0
00:49.1,192.168.1.60,High CPU usage,0
02:49.1,192.168.1.44,Normal operation,0
00:49.1,192.168.1.212,High CPU usage,0
53:49.1,192.168.1.42,High CPU usage,0
58:49.1,192.168.1.231,DDoS detected,1
43:49.1,192.168.1.131,High CPU usage,0
08:49.1,192.168.1.88,Connection timeout,0
03:49.1,192.168.1.128,Failed login attempt,0
50:49.1,192.168.1.122,High CPU usage,0
09:49.1,192.168.1.20,Failed login attempt,0
02:49.1,192.168.1.120,High CPU usage,0
37:49.1,192.168.1.115,Connection timeout,0
17:49.1,192.168.1.132,Connection timeout,0
51:49.1,192.168.1.251,Normal operation,0
54:49.1,192.168.1.112,High CPU usage,0
10:49.1,192.168.1.60,Connection timeout,0
45:49.1,192.168.1.48,High CPU usage,0
07:49.1,192.168.1.143,High CPU usage,0
53:49.1,192.168.1.119,Connection timeout,0
16:49.1,192.168.1.65,DDoS detected,1
04:49.1,192.168.1.213,High CPU usage,0
52:49.1,192.168.1.57,Normal operation,0
04:49.1,192.168.1.60,Connection timeout,0
51:49.1,192.168.1.183,Normal operation,0
52:49.1,192.168.1.13,High CPU usage,0
48:49.1,192.168.1.126,High CPU usage,0
44:49.1,192.168.1.79,High CPU usage,0
51:49.1,192.168.1.237,DDoS detected,1
19:49.1,192.168.1.38,Connection timeout,0
27:49.1,192.168.1.170,Failed login attempt,0
24:49.1,192.168.1.87,Connection timeout,0
39:49.1,192.168.1.246,Normal operation,0
58:49.1,192.168.1.191,Connection timeout,0
34:49.1,192.168.1.128,DDoS detected,1
19:49.1,192.168.1.108,DDoS detected,1
15:49.1,192.168.1.46,Failed login attempt,0
29:49.1,192.168.1.148,Connection timeout,0
06:49.1,192.168.1.101,High CPU usage,0
12:49.1,192.168.1.25,DDoS detected,1
46:49.1,192.168.1.159,Connection timeout,0
29:49.1,192.168.1.18,Connection timeout,0
52:49.1,192.168.1.200,Normal operation,0
12:49.1,192.168.1.233,DDoS detected,1
51:49.1,192.168.1.198,DDoS detected,1
33:49.1,192.168.1.191,Normal operation,0
53:49.1,192.168.1.27,High CPU usage,0
44:49.1,192.168.1.81,Connection timeout,0
10:49.1,192.168.1.145,High CPU usage,0
26:49.1,192.168.1.86,High CPU usage,0
22:49.1,192.168.1.161,Connection timeout,0
24:49.1,192.168.1.9,Normal operation,0
11:49.1,192.168.1.60,Normal operation,0
10:49.1,192.168.1.151,DDoS detected,1
42:49.1,192.168.1.20,Failed login attempt,0
21:49.1,192.168.1.250,Normal operation,0
00:49.1,192.168.1.166,Failed login attempt,0
50:49.1,192.168.1.199,DDoS detected,1
37:49.1,192.168.1.65,Normal operation,0
27:49.1,192.168.1.10,Normal operation,0
17:49.1,192.168.1.195,DDoS detected,1
19:49.1,192.168.1.192,DDoS detected,1
32:49.1,192.168.1.254,Connection timeout,0
52:49.1,192.168.1.207,Connection timeout,0
20:49.1,192.168.1.169,High CPU usage,0
01:49.1,192.168.1.44,Failed login attempt,0
38:49.1,192.168.1.216,Connection timeout,0
38:49.1,192.168.1.127,Connection timeout,0
30:49.1,192.168.1.32,Failed login attempt,0
56:49.1,192.168.1.56,High CPU usage,0
44:49.1,192.168.1.82,Normal operation,0
58:49.1,192.168.1.158,Failed login attempt,0
28:49.1,192.168.1.220,Normal operation,0
48:49.1,192.168.1.135,DDoS detected,1
23:49.1,192.168.1.62,Failed login attempt,0
21:49.1,192.168.1.204,DDoS detected,1
12:49.1,192.168.1.59,Connection timeout,0
58:49.1,192.168.1.68,Normal operation,0
22:49.1,192.168.1.145,DDoS detected,1
48:49.1,192.168.1.109,Connection timeout,0
17:49.1,192.168.1.10,High CPU usage,0
46:49.1,192.168.1.231,Normal operation,0
53:49.1,192.168.1.129,DDoS detected,1
35:49.1,192.168.1.230,DDoS detected,1
51:49.1,192.168.1.180,Normal operation,0
32:49.1,192.168.1.86,Normal operation,0
54:49.1,192.168.1.107,Connection timeout,0
15:49.1,192.168.1.55,DDoS detected,1
45:49.1,192.168.1.220,Connection timeout,0
28:49.1,192.168.1.149,High CPU usage,0
38:49.1,192.168.1.70,Connection timeout,0
00:49.1,192.168.1.163,Failed login attempt,0
07:49.1,192.168.1.94,High CPU usage,0
37:49.1,192.168.1.76,Connection timeout,0
48:49.1,192.168.1.49,Connection timeout,0
28:49.1,192.168.1.98,Normal operation,0
09:49.1,192.168.1.32,Normal operation,0
35:49.1,192.168.1.116,Normal operation,0
43:49.1,192.168.1.144,Failed login attempt,0
40:49.1,192.168.1.85,Normal operation,0
46:49.1,192.168.1.243,High CPU usage,0
45:49.1,192.168.1.216,High CPU usage,0
33:49.1,192.168.1.99,Connection timeout,0
45:49.1,192.168.1.242,High CPU usage,0
02:49.1,192.168.1.179,DDoS detected,1
02:49.1,192.168.1.56,Failed login attempt,0
23:49.1,192.168.1.229,Connection timeout,0
07:49.1,192.168.1.34,DDoS detected,1
42:49.1,192.168.1.246,Connection timeout,0
42:49.1,192.168.1.120,Failed login attempt,0
49:49.1,192.168.1.126,Normal operation,0
17:49.1,192.168.1.178,Normal operation,0
43:49.1,192.168.1.5,Connection timeout,0
41:49.1,192.168.1.52,Failed login attempt,0
11:49.1,192.168.1.211,DDoS detected,1
24:49.1,192.168.1.183,High CPU usage,0
32:49.1,192.168.1.64,DDoS detected,1
32:49.1,192.168.1.243,Failed login attempt,0
22:49.1,192.168.1.51,Normal operation,0
15:49.1,192.168.1.97,Failed login attempt,0
39:49.1,192.168.1.166,Normal operation,0
53:49.1,192.168.1.182,Normal operation,0
11:49.1,192.168.1.174,Normal operation,0
37:49.1,192.168.1.29,High CPU usage,0
52:49.1,192.168.1.66,Failed login attempt,0
56:49.1,192.168.1.186,Failed login attempt,0
34:49.1,192.168.1.70,High CPU usage,0
11:49.1,192.168.1.162,Normal operation,0
28:49.1,192.168.1.113,DDoS detected,1
30:49.1,192.168.1.168,DDoS detected,1
15:49.1,192.168.1.125,Failed login attempt,0
52:49.1,192.168.1.197,Connection timeout,0
16:49.1,192.168.1.163,DDoS detected,1
09:49.1,192.168.1.252,Normal operation,0
50:49.1,192.168.1.64,Connection timeout,0
13:49.1,192.168.1.1,Failed login attempt,0
35:49.1,192.168.1.180,DDoS detected,1
46:49.1,192.168.1.191,DDoS detected,1
22:49.1,192.168.1.129,Failed login attempt,0
47:49.1,192.168.1.232,High CPU usage,0
35:49.1,192.168.1.42,Failed login attempt,0
11:49.1,192.168.1.142,DDoS detected,1
17:49.1,192.168.1.27,Connection timeout,0
03:49.1,192.168.1.97,Normal operation,0
14:49.1,192.168.1.197,Normal operation,0
47:49.1,192.168.1.105,Failed login attempt,0
43:49.1,192.168.1.1,Normal operation,0
27:49.1,192.168.1.119,High CPU usage,0
31:49.1,192.168.1.130,Failed login attempt,0
14:49.1,192.168.1.115,Normal operation,0
42:49.1,192.168.1.175,High CPU usage,0
04:49.1,192.168.1.23,Connection timeout,0
03:49.1,192.168.1.76,Connection timeout,0
06:49.1,192.168.1.156,High CPU usage,0
51:49.1,192.168.1.32,Connection timeout,0
53:49.1,192.168.1.10,Normal operation,0
14:49.1,192.168.1.9,Normal operation,0
21:49.1,192.168.1.227,Failed login attempt,0
23:49.1,192.168.1.105,High CPU usage,0
03:49.1,192.168.1.183,Normal operation,0
33:49.1,192.168.1.121,DDoS detected,1
33:49.1,192.168.1.182,Normal operation,0
55:49.1,192.168.1.238,Normal operation,0
55:49.1,192.168.1.243,Connection timeout,0
15:49.1,192.168.1.164,High CPU usage,0
54:49.1,192.168.1.254,DDoS detected,1
31:49.1,192.168.1.229,Failed login attempt,0
15:49.1,192.168.1.121,Failed login attempt,0
54:49.1,192.168.1.222,Connection timeout,0
08:49.1,192.168.1.125,Connection timeout,0
44:49.1,192.168.1.101,High CPU usage,0
59:49.1,192.168.1.254,Failed login attempt,0
13:49.1,192.168.1.220,DDoS detected,1
20:49.1,192.168.1.28,Connection timeout,0
23:49.1,192.168.1.221,Connection timeout,0
45:49.1,192.168.1.141,DDoS detected,1
23:49.1,192.168.1.121,High CPU usage,0
11:49.1,192.168.1.217,Failed login attempt,0
45:49.1,192.168.1.229,Normal operation,0
37:49.1,192.168.1.181,Connection timeout,0
02:49.1,192.168.1.134,Connection timeout,0
41:49.1,192.168.1.97,Failed login attempt,0
01:49.1,192.168.1.224,High CPU usage,0
14:49.1,192.168.1.31,Failed login attempt,0
28:49.1,192.168.1.61,Failed login attempt,0
17:49.1,192.168.1.34,DDoS detected,1
03:49.1,192.168.1.216,Connection timeout,0
46:49.1,192.168.1.182,Connection timeout,0
25:49.1,192.168.1.81,Failed login attempt,0
07:49.1,192.168.1.235,Normal operation,0
54:49.1,192.168.1.112,High CPU usage,0
33:49.1,192.168.1.158,DDoS detected,1
20:49.1,192.168.1.146,Failed login attempt,0
29:49.1,192.168.1.141,Connection timeout,0
37:49.1,192.168.1.254,Connection timeout,0
23:49.1,192.168.1.46,Connection timeout,0
36:49.1,192.168.1.132,DDoS detected,1
19:49.1,192.168.1.104,Normal operation,0
19:49.1,192.168.1.5,DDoS detected,1
27:49.1,192.168.1.208,High CPU usage,0
29:49.1,192.168.1.90,Normal operation,0
16:49.1,192.168.1.100,DDoS detected,1
51:49.1,192.168.1.67,DDoS detected,1
22:49.1,192.168.1.15,Normal operation,0
32:49.1,192.168.1.186,Normal operation,0
07:49.1,192.168.1.208,DDoS detected,1
02:49.1,192.168.1.127,Normal operation,0
12:49.1,192.168.1.187,Failed login attempt,0
40:49.1,192.168.1.144,Failed login attempt,0
28:49.1,192.168.1.244,Connection timeout,0
41:49.1,192.168.1.111,Failed login attempt,0
37:49.1,192.168.1.79,High CPU usage,0
11:49.1,192.168.1.82,DDoS detected,1
43:49.1,192.168.1.247,Connection timeout,0
59:49.1,192.168.1.149,Normal operation,0
45:49.1,192.168.1.207,High CPU usage,0
22:49.1,192.168.1.86,High CPU usage,0
14:49.1,192.168.1.17,Connection timeout,0
29:49.1,192.168.1.132,Failed login attempt,0
20:49.1,192.168.1.115,Connection timeout,0
38:49.1,192.168.1.235,Normal operation,0
51:49.1,192.168.1.142,Failed login attempt,0
44:49.1,192.168.1.87,DDoS detected,1
52:49.1,192.168.1.201,DDoS detected,1
49:49.1,192.168.1.196,DDoS detected,1
15:49.1,192.168.1.203,Normal operation,0
46:49.1,192.168.1.114,Connection timeout,0
14:49.1,192.168.1.35,Failed login attempt,0
09:49.1,192.168.1.40,Normal operation,0
05:49.1,192.168.1.81,Failed login attempt,0
34:49.1,192.168.1.173,Normal operation,0
48:49.1,192.168.1.168,High CPU usage,0
15:49.1,192.168.1.194,DDoS detected,1
02:49.1,192.168.1.8,Failed login attempt,0
54:49.1,192.168.1.10,Connection timeout,0
31:49.1,192.168.1.211,DDoS detected,1
04:49.1,192.168.1.221,Failed login attempt,0
57:49.1,192.168.1.91,DDoS detected,1
57:49.1,192.168.1.61,Failed login attempt,0
30:49.1,192.168.1.181,High CPU usage,0
31:49.1,192.168.1.71,DDoS detected,1
31:49.1,192.168.1.44,Normal operation,0
10:49.1,192.168.1.103,Normal operation,0
12:49.1,192.168.1.129,Connection timeout,0
41:49.1,192.168.1.204,High CPU usage,0
30:49.1,192.168.1.89,Connection timeout,0
38:49.1,192.168.1.204,DDoS detected,1
29:49.1,192.168.1.70,Normal operation,0
04:49.1,192.168.1.198,Normal operation,0
53:49.1,192.168.1.2,DDoS detected,1
18:49.1,192.168.1.103,Normal operation,0
45:49.1,192.168.1.76,Normal operation,0
24:49.1,192.168.1.217,Failed login attempt,0
32:49.1,192.168.1.221,Failed login attempt,0
28:49.1,192.168.1.37,Failed login attempt,0
14:49.1,192.168.1.153,Connection timeout,0
59:49.1,192.168.1.179,Normal operation,0
35:49.1,192.168.1.177,Connection timeout,0
06:49.1,192.168.1.222,Connection timeout,0
05:49.1,192.168.1.104,Normal operation,0
57:49.1,192.168.1.159,Failed login attempt,0
05:49.1,192.168.1.135,Normal operation,0
08:49.1,192.168.1.175,High CPU usage,0
10:49.1,192.168.1.180,Failed login attempt,0
31:49.1,192.168.1.191,High CPU usage,0
30:49.1,192.168.1.133,Failed login attempt,0
16:49.1,192.168.1.246,DDoS detected,1
33:49.1,192.168.1.182,Failed login attempt,0
02:49.1,192.168.1.40,DDoS detected,1
58:49.1,192.168.1.109,Normal operation,0
00:49.1,192.168.1.211,Normal operation,0
14:49.1,192.168.1.95,Failed login attempt,0
19:49.1,192.168.1.119,High CPU usage,0
29:49.1,192.168.1.85,High CPU usage,0
07:49.1,192.168.1.42,Failed login attempt,0
30:49.1,192.168.1.189,High CPU usage,0
50:49.1,192.168.1.19,Connection timeout,0
52:49.1,192.168.1.251,Normal operation,0
08:49.1,192.168.1.117,DDoS detected,1
16:49.1,192.168.1.1,Connection timeout,0
53:49.1,192.168.1.201,High CPU usage,0
05:49.1,192.168.1.213,High CPU usage,0
37:49.1,192.168.1.200,Normal operation,0
51:49.1,192.168.1.13,Connection timeout,0
00:49.1,192.168.1.173,High CPU usage,0
49:49.1,192.168.1.207,High CPU usage,0
20:49.1,192.168.1.66,Connection timeout,0
50:49.1,192.168.1.100,Failed login attempt,0
05:49.1,192.168.1.252,Connection timeout,0
58:49.1,192.168.1.73,Normal operation,0
48:49.1,192.168.1.122,Normal operation,0
08:49.1,192.168.1.156,Connection timeout,0
25:49.1,192.168.1.35,Normal operation,0
39:49.1,192.168.1.254,High CPU usage,0
24:49.1,192.168.1.130,Connection timeout,0
43:49.1,192.168.1.178,Connection timeout,0
20:49.1,192.168.1.131,Failed login attempt,0
31:49.1,192.168.1.162,High CPU usage,0
26:49.1,192.168.1.65,High CPU usage,0
35:49.1,192.168.1.169,DDoS detected,1
51:49.1,192.168.1.253,Normal operation,0
06:49.1,192.168.1.20,Connection timeout,0
27:49.1,192.168.1.103,DDoS detected,1
44:49.1,192.168.1.173,Failed login attempt,0
54:49.1,192.168.1.20,Normal operation,0
47:49.1,192.168.1.16,Failed login attempt,0
21:49.1,192.168.1.169,DDoS detected,1
40:49.1,192.168.1.142,Failed login attempt,0
15:49.1,192.168.1.213,Normal operation,0
19:49.1,192.168.1.124,Normal operation,0
03:49.1,192.168.1.215,Failed login attempt,0
39:49.1,192.168.1.192,High CPU usage,0
01:49.1,192.168.1.92,Normal operation,0
04:49.1,192.168.1.249,Failed login attempt,0
01:49.1,192.168.1.106,Connection timeout,0
13:49.1,192.168.1.217,Normal operation,0
55:49.1,192.168.1.28,Connection timeout,0
39:49.1,192.168.1.101,Failed login attempt,0
17:49.1,192.168.1.228,Failed login attempt,0
41:49.1,192.168.1.84,DDoS detected,1
04:49.1,192.168.1.153,Failed login attempt,0
46:49.1,192.168.1.137,High CPU usage,0
31:49.1,192.168.1.35,DDoS detected,1
15:49.1,192.168.1.196,Normal operation,0
25:49.1,192.168.1.8,Normal operation,0
15:49.1,192.168.1.92,Normal operation,0
28:49.1,192.168.1.170,Failed login attempt,0
38:49.1,192.168.1.197,Failed login attempt,0
41:49.1,192.168.1.133,Connection timeout,0
23:49.1,192.168.1.148,Normal operation,0
42:49.1,192.168.1.35,Failed login attempt,0
33:49.1,192.168.1.146,Connection timeout,0
43:49.1,192.168.1.243,High CPU usage,0
42:49.1,192.168.1.192,High CPU usage,0
37:49.1,192.168.1.9,High CPU usage,0
20:49.1,192.168.1.19,DDoS detected,1
47:49.1,192.168.1.45,DDoS detected,1
58:49.1,192.168.1.245,DDoS detected,1
21:49.1,192.168.1.35,Normal operation,0
24:49.1,192.168.1.151,DDoS detected,1
55:49.1,192.168.1.121,DDoS detected,1
11:49.1,192.168.1.243,Connection timeout,0
46:49.1,192.168.1.196,Normal operation,0
43:49.1,192.168.1.61,Normal operation,0
52:49.1,192.168.1.181,Connection timeout,0
41:49.1,192.168.1.219,Failed login attempt,0
55:49.1,192.168.1.251,DDoS detected,1
19:49.1,192.168.1.5,DDoS detected,1
33:49.1,192.168.1.45,Normal operation,0
59:49.1,192.168.1.179,DDoS detected,1
34:49.1,192.168.1.142,Failed login attempt,0
38:49.1,192.168.1.1,Normal operation,0
22:49.1,192.168.1.253,Failed login attempt,0
27:49.1,192.168.1.115,DDoS detected,1
06:49.1,192.168.1.2,Normal operation,0
18:49.1,192.168.1.49,DDoS detected,1
20:49.1,192.168.1.21,Failed login attempt,0
41:49.1,192.168.1.29,Failed login attempt,0
14:49.1,192.168.1.15,DDoS detected,1
08:49.1,192.168.1.239,DDoS detected,1
22:49.1,192.168.1.255,High CPU usage,0
01:49.1,192.168.1.191,Failed login attempt,0
19:49.1,192.168.1.131,Failed login attempt,0
31:49.1,192.168.1.238,DDoS detected,1
52:49.1,192.168.1.28,Failed login attempt,0
40:49.1,192.168.1.222,Normal operation,0
59:49.1,192.168.1.247,Failed login attempt,0
24:49.1,192.168.1.79,Failed login attempt,0
36:49.1,192.168.1.186,Failed login attempt,0
31:49.1,192.168.1.174,Normal operation,0
13:49.1,192.168.1.159,Normal operation,0
44:49.1,192.168.1.119,High CPU usage,0
36:49.1,192.168.1.236,Normal operation,0
08:49.1,192.168.1.147,Failed login attempt,0
35:49.1,192.168.1.89,Failed login attempt,0
07:49.1,192.168.1.117,Connection timeout,0
43:49.1,192.168.1.31,Connection timeout,0
18:49.1,192.168.1.67,DDoS detected,1
37:49.1,192.168.1.181,DDoS detected,1
35:49.1,192.168.1.120,Failed login attempt,0
13:49.1,192.168.1.18,Normal operation,0
19:49.1,192.168.1.3,Connection timeout,0
36:49.1,192.168.1.191,Failed login attempt,0
29:49.1,192.168.1.88,Failed login attempt,0
34:49.1,192.168.1.58,Normal operation,0
59:49.1,192.168.1.180,Connection timeout,0
26:49.1,192.168.1.138,High CPU usage,0
06:49.1,192.168.1.10,Connection timeout,0
39:49.1,192.168.1.17,DDoS detected,1
24:49.1,192.168.1.229,Normal operation,0
57:49.1,192.168.1.58,High CPU usage,0
27:49.1,192.168.1.117,Normal operation,0
45:49.1,192.168.1.169,Failed login attempt,0
11:49.1,192.168.1.2,Normal operation,0
46:49.1,192.168.1.192,DDoS detected,1
07:49.1,192.168.1.12,Connection timeout,0
58:49.1,192.168.1.6,Connection timeout,0
08:49.1,192.168.1.125,Failed login attempt,0
01:49.1,192.168.1.16,DDoS detected,1
31:49.1,192.168.1.58,High CPU usage,0
01:49.1,192.168.1.31,Connection timeout,0
41:49.1,192.168.1.105,DDoS detected,1
02:49.1,192.168.1.252,High CPU usage,0
51:49.1,192.168.1.211,Normal operation,0
13:49.1,192.168.1.230,Failed login attempt,0
21:49.1,192.168.1.168,DDoS detected,1
48:49.1,192.168.1.172,High CPU usage,0
02:49.1,192.168.1.39,Normal operation,0
41:49.1,192.168.1.238,High CPU usage,0
21:49.1,192.168.1.242,Connection timeout,0
56:49.1,192.168.1.126,DDoS detected,1
57:49.1,192.168.1.193,Failed login attempt,0
41:49.1,192.168.1.186,Failed login attempt,0
30:49.1,192.168.1.44,Connection timeout,0
15:49.1,192.168.1.255,Failed login attempt,0
50:49.1,192.168.1.230,Failed login attempt,0
46:49.1,192.168.1.28,Connection timeout,0
56:49.1,192.168.1.151,Normal operation,0
49:49.1,192.168.1.37,Connection timeout,0
04:49.1,192.168.1.150,Normal operation,0
27:49.1,192.168.1.102,Failed login attempt,0
51:49.1,192.168.1.39,Connection timeout,0
19:49.1,192.168.1.193,Normal operation,0
12:49.1,192.168.1.192,Connection timeout,0
03:49.1,192.168.1.194,High CPU usage,0
50:49.1,192.168.1.22,Failed login attempt,0
25:49.1,192.168.1.17,Normal operation,0
59:49.1,192.168.1.139,Failed login attempt,0
54:49.1,192.168.1.145,Normal operation,0
47:49.1,192.168.1.78,Failed login attempt,0
29:49.1,192.168.1.143,Failed login attempt,0
27:49.1,192.168.1.92,Connection timeout,0
48:49.1,192.168.1.117,Connection timeout,0
56:49.1,192.168.1.178,DDoS detected,1
28:49.1,192.168.1.132,Connection timeout,0
39:49.1,192.168.1.165,Failed login attempt,0
